ANO	RELEVANTE	DOI	AUTORES	TITULO	REVISTA	PAGINAS	VOLUME	NUMERO	ISSN	item	QUALIS	QUALIS-SIMILAR
2017		http://dx.doi.org/10.22149/teee.v2i2.85	FILHO DA SILV, A. M.; DA SILVA, C. L. B.; DE OLIVEIRA, M. A. A.; PIRES, T. G.; ALVES, A. J.; NARCISO, M. G.; CALIXTO, W. P.	Geoelectric method applied in correlation between physical characteristics and electrical properties of the soil	Transactions on Environment and Electrical Engineering	36-42	2		24505730		B1		
2017		http://dx.doi.org/10.22149/teee.v2i2.105	GOMES, F. A.; ASSIS, A. O.; REIS, M. R. C.; GOMES, V. M.; OLIVEIRA, S. G. M.; CALIXTO, W. P.	Proposal of heuristic regression method applied in descriptive data analysis: case studies	Transactions on Environment and Electrical Engineering	51-	2		24505730		B1		
2017		http://dx.doi.org/10.20502/rbg.v18i1.1139	LELI, I. T.; STEVAUX, J. C.; CREMON, E. H.; NOBREGA, M. T.	RIVER FUNCTIONING ANALYSIS FROM SUSPENDED SEDIMENT AND WATER DISCHARGE STUDY: THE CASE OF THE IVAÍ RIVER, SOUTHERN BRAZIL	REVISTA BRASILEIRA DE GEOMORFOLOGIA	125-141	18		22365664		A1		
2017			MAMEDE, D. D. S.; DA SILVA, J. B.; DE SA, F. P.; BORGES, E. C. L.	Levantamento Primário da Qualidade Ambiental de Córregos do Município de Inhumas-GO/Brasil	Tecnia (IFG)	49-64	1		25262130		B1		
2017		http://dx.doi.org/10.22149/teee.v2i2.93	MATIAS, C. A.; MEDEIROS, G. P.; MORAES, P. H. F.; FERNANDES, B. A.; ALVES, A. J.; CALIXTO, W. P.; FURRIEL, G. P.	Simulation and analysis of an isolated full-bridge DC/DC boost converter operating with a modified perturb and observe maximum power point tracking algorithm	Transactions on Environment and Electrical Engineering	45-	2		24505730		B1		
2017		http://dx.doi.org/10.5752/p.2318-2962.2017v27n50p486	MENDONCA, D. D. S. M.; DA FONSECA-ZANG, W. A.; ZANG, J. W.	Efeitos e danos ambientais da disposição de resíduos sólidos na área do lixão e aterro controlado no município de Inhumas-GO /Effects and environmental harms of the municipal solid residues disposal in the area of the waste dump (...)	CADERNO DE GEOGRAFIA	487-499	27		23182962		A1		
2017			MENITA, B. G.; DOMINGOS, J. L.; DOMINGUES, E. G.; ALVES, A. J.; DE FARIA, A. F.; SILVA, M. L.; CALIXTO, W. P.; MEDEIROS, G. P.	Methodology for Measurement the Energy Efficiency Involving Solar Heating Systems Using Stochastic Modelling	http://dx.doi.org/10.22149/teee.v2i1.84	42-51	2		24505730		B1		
2017		http://dx.doi.org/10.1016/j.foodchem.2017.06.010	NETO DE OLIVEI, J. R.; REZENDE, S. G.; LOBON, G. S.; GARCIA, T. A.; MACEDO, I. Y. L.; GARCIA, L. F.; ALVES, V. F.; TORRES, I. M. S.; SANTIAGO, M. F.; SCHIMIDT, F.; GIL, E. S.	Electroanalysis and laccase-based biosensor on the determination of phenolic content and antioxidant power of honey samples	FOOD CHEMISTRY	1118-1123	237		03088146		A1		
2017		http://dx.doi.org/10.1016/j.eneco.2017.03.020	NETO PINHEI, D.; DOMINGUES, E. G.; COIMBRA, A. P.; DE ALMEIDA, A. T.; ALVES, A. J.; CALIXTO, W. P.	Portfolio optimization of renewable energy assets: Hydro, wind, and photovoltaic energy in the regulated market in Brazil	Energy Economics	238-250	10		01409883		A1		
2017			PEREIRA, C. M.; SCHIMIDT, F.	ANÁLISE DE CHOCOLATE ATRAVÉS DE ESPECTROSCOPIA DE INFRAVERMELHO E PCA	SINERGIA (IFSP. ONLINE)	101-104	18		2177451X		C		
2017		http://dx.doi.org/10.22149/teee.v2i2.99	PEREIRA, T. M.; LIMA, R. A.; GOMES, V. M.; ALVES, A. J.; CALIXTO, W. P.	Analysis and monitoring of electrical grounding grid encapsulated with concrete: case study using simulation in finite element method	Transactions on Environment and Electrical Engineering	30-36	2		24505730		B1		
2017			ROCHA, G. H. A. M.; DE SA, F. P.; ANUNCIACAO, S. A.; SILVA, G. O.; MARTINS, B. M.; BORGES, E. C. L.	Estudo da remoção de corantes alimentícios em meios aquosos com adsorção por argila branca e telha	REVISTA DE QUÍMICA INDUSTRIAL	60-68	754		0370694X		C		
2017			RUDKE, A. P.; SOUZA, V. A. S.; DOS SANTOS, A. M.; FILHO ROTUNN, O. C.	O uso de programas de geoprocessamento na de-terminação de impactos gerados pela mineração na Amazônia	Revista Internacional de Tecnología, Ciencia y Sociedad	1-15	6		21748985		B3		
2017		http://dx.doi.org/10.22149/teee.v2i2.92	SILVA, U. F.; JUNIOR Q, M. I.; LEMOS, S.; FURRIEL, G. P.; SEGATTI, N. M. S.; SILVA, A. H. F.; CALIXTO, W. P.	Estimate of Geopressures using Conformal Mapping in Eccentrical Wellbores	Transactions on Environment and Electrical Engineering	1-10	2		24505730		B1		
2016			COSTA, A. N.; MEDEIROS, G. P.; CALIXTO, W. P.; ALVES, A. J.; NETO PINHEI, D.; DOMINGUES, E. G.	Investment Risk Analysis in the Use of Landfill Biogas for Electricity Generation	RENEWABLE ENERGY  POWER QUALITY JOURNAL (REPQJ)	811-816	14		2172038X		Qualis nao identificado	RENEWABLE ENERGY  POWER QUALITY JOURNAL (REPQJ)	
2016		http://dx.doi.org/10.1039/c6ay02215d	DAMASCENO, D.; TOLEDO, T. G.; SOARES, A. S.; DE OLIVEIRA, S. B.; DE OLIVEIRA, A. E.	CompVis: a novel method for drinking water alkalinity and total hardness analyses	Analytical Methods (Print)	7832-7836	8		17599660		A1		
2016			DE CARVALHO, D. F.; GANZAROLI, C. A.; MIGUEL, M. L. S.; MORAES, P. H. F.; DOMINGUES, E. G.; ALVES, A. J.; CALIXTO, W. P.	Heuristic Optimization Applied on DMC and Cascade PI Controllers Tunning for Speed Control of DC Motor	Renewable Energy  Power Quality Journal (REPQJ)	1-	1		2178038X		Qualis nao identificado	Renewable Energy  Power Quality Journal (REPQJ)	
2016		http://dx.doi.org/10.24084/repqj14.448	DE FARIA, A. F.; DOMINGOS, J. L.; SOUSA, T. P.; MIGUEL, M. L. S.; MORAES, P. H. F.; DOMINGUES, E. G.; ALVES, A. J.; CALIXTO, W. P.	Energy Efficiency and Distributed Generation: Case Study. Renewable Energy	Renewable Energy  Power Quality Journal (REPQJ)	764-769	1		2172038X		Qualis nao identificado	Renewable Energy  Power Quality Journal (REPQJ)	
2016		http://dx.doi.org/10.22149/teee.v2i1.89	DE LIMA, R. A.; COIMBRA, A. C. P.; ALMEIDA, T.; GOMES, V. M.; PEREIRA, T. M.; ALVES, A. J.; CALIXTO, W. P.	Calculation of the influence of slot geometry on the magnetic flux density of the air gap	Transactions on Environment and Electrical Engineering	81-89	2		24505730		B1		
2016			DE OLIVEIRA, L. N.; COSTA, J. J. L.	Simulações Semi-Empíricas em Acústica: Inovação Tecnológica na Predição de Níveis de Pressão Sonora no Interior de Edificações	Revista GEINTEC: gestao, inovacao e tecnologias	3128-3142	6		22370722		B1		
2016		http://dx.doi.org/10.15628/holos.2016.1890	DE OLIVEIRA, L. N.; DE ALMEIDA, A.; CALDAS, L. V.	Medição Espectrofotométricas da Oxidação no Dosímetro Químico Fricke Xylenol Gel (FXG): Avaliação das Disposições das Amostras Pós-Irradiações	Holos (Natal. Online)	153-	4		18071600		A1		
2016		http://dx.doi.org/10.22149/teee.v2i1.80	DE PAIVA, J. R. B.; GOMES, V. M.; RODRIGUES, B. A.; SILVA, L. F. A.; ANICETO, B. C. M.; FURRIEL, G. P.; CALIXTO, W. P.	Metric for Calculation of System Complexity based on its Connections	Transactions on Environment and Electrical Engineering	67-	2		24505730		B1		
2016			DO NASCIMENTO, E. O.; DE OLIVEIRA, L. N.	Sensitivity Analysis of Cutting Force on Milling Process using Factorial Experimental Planning and Artificial Neural Networks	Revista IEEE América Latina	4811-4820	14		15480992		B2		
2016			FERREIRA, A. F.; DOMINGOS, J. L.; MORAES, P. H. F.; DOMINGUES, E. G.; ALVES, A. J.; CALIXTO, W. P.	Energy Efficiency and Distributed Generation: Case Study	Renewable Energy and Power Quality Journal	764-769	1		21720380		Qualis nao identificado	Renewable Energy and Power Quality Journal	
2016		http://dx.doi.org/10.1109/TLA.2016.7555249	GOMES, P. H. G.; CALIXTO, W. P.; FARIA, M. A. A.; STECANELLA, P. A. J.; ALVES, A. J.; DOMINGUES, E. G.	Waste heat recovery plant for exhaust ducts using thermoelectric generators	Revista IEEE América Latina	2752-2757	14		15480992		B2		
2016		http://dx.doi.org/10.22149/teee.v1i4.75	MAGALHAES, A. S.; MORAES, P. H. F.; SILVA, A. H. F.; GOMES, P. H. G.; ALVES, A. J.; CALIXTO, W. P.	Reconditioning in synchronous operation with one parallel induction generator	Transactions on Environment and Electrical Engineering	66-78	1		24505730		B1		
2016		http://dx.doi.org/10.22149/teee.v2i1.90	MATIAS, C. A.; SANTOS, L. M.; ALVES, A. J.; CALIXTO, W. P.	Increasing photovoltaic panel power through water cooling technique	Transactions on Environment and Electrical Engineering	1(2017)-	2		24505730		B1		
2016		http://dx.doi.org/10.24084/repqj14.268	MENITA, B. G.; DOMINGOS, J. L.; DOMINGUES, E. G.; ALVES, A. J.; CALIXTO, W. P.	Stochastic Modelling Applied to Prediction of Electricity Saving by using Solar Water Heating Systems for Low-Income Families	Renewable Energy  Power Quality Journal (REPQJ)	204-209	1		2172038X		Qualis nao identificado	Renewable Energy  Power Quality Journal (REPQJ)	
2016		http://dx.doi.org/10.22149/teee.v2i1.91	REIS, M. R. C.; DE ARAUJO, W. R. H.; CALIXTO, W. P.	Efficiency Improvement of Switched Reluctance Generator Using Optimization Techniques	Transactions on Environment and Electrical Engineering	74-80	2		24505730		B1		
2016		http://dx.doi.org/10.5935/0100-4042.20160024	SILVA, S. R. E.; SCHIMIDT, F.	REDUCTION OF INPUT VARIABLES IN ARTIFICIAL NEURAL NETWORKS AS FROM PRINCIPAL COMPONENTS ANALYSIS DATA IN THE MODELING OF DISSOLVED OXYGEN	Química Nova (Impresso)	273-278	39		01004042		A4		
2015			ALVES, A. J.; MENITA, B.; DOMINGUES, E. G.; STECANELLA, P. A. J.; CALIXTO, W. P.	MÉTODO MPPT PARA SISTEMA FOTOVOLTAICO BASEADO NA TÉCNICA DA CONDUTÂNCIA INCREMENTAL	Ciência, Tecnologia e Sociedade	1-11	01		9999999X		Qualis nao identificado	Ciência, Tecnologia e Sociedade	
2015			CALIXTO, W. P.	Aparato de Estratificação Tridimensional do Solo: Mensurar a Resistividade ou a Condutividade Elétrica e as Profundidades das Camadas do Solo	Revista da Propriedade Industrial	103-104	2296		01007246		C		
2015		http://dx.doi.org/10.1002/jnm.1986	CALIXTO, W. P.; COIMBRA, A. P.; DA MOTA, J. C.; WU, M.; DA SILVA, W. G.; DE ALVARENGA, B. P.; BRITO, L. C.; ALVES, A. J.; DOMINGUES, E. G.; NETO PINHEI, D.	Troubleshooting in geoelectrical prospecting using real-coded genetic algorithm with chromosomal extrapolation	International Journal of Numerical Modelling (Print)	1-18	1		08943370		A4		
2015			COSTA, A. N.; DOMINGUES, E. G.; NETO PINHEI, D.; CALIXTO, W. P.; ALVES, A. J.; SANTOS, L.	Energetic Use of Landfill Biogas as a Power Energy Source: An Economic Feasibility Study	Renewable Energy  Power Quality Journal (REPQJ)	322-	1		2172038X		Qualis nao identificado	Renewable Energy  Power Quality Journal (REPQJ)	
2015		http://dx.doi.org/10.5935/0100-4042.20150082	DAMASCENO, D.; TOLEDO, T. G.; GODINHO, M. S.; DA SILVA, C. P.; DE OLIVEIRA, S. B.; DE OLIVEIRA, A. E.	MULTIVARIATE IMAGE ANALYSIS IN CHEMISTRY: pH MEASUREMENTS OF DRINKING WATER	Química Nova (Impresso)	1-	38		01004042		A4		
2015		http://dx.doi.org/10.1021/ef502807s	JUNIOR LEITE, A. F.; JANKE, L.; HARMS, H.; ZANG, J. W.; ZANG, W. A. F.; STINNER, W.; NIKOLAUSZ, M.	Assessment of the Variations in Characteristics and Methane Potential of Major Waste Products from the Brazilian Bioethanol Industry along an Operating Season	Energy  Fuels (Online)	4022-4029	29		15205029		A1		
2015			MENDANHA, J. A. R.; DE OLIVEIRA, L. N.	ANÁLISE DA OXIDAÇÃO NATURAL DO DOSÍMETRO QUÍMICO FRICKE XILENOL GEL	REVISTA DE CIÊNCIA  TECNOLOGIA	1-10	1		01038575		C		
2015			PACHECO, R. V.; DE OLIVEIRA, S. B.; BARBOSA, D. P.	APLICAÇÃO DA METODOLOGIA DE CARBONIZAÇÃO HIDROTERMAL (HTC) NO DESENVOLVIMENTO DE CARVÃO ATIVADO POLIMÉRICO A PARTIR DE RESÍDUOS POLIMÉRICOS	REVISTA DE QUÍMICA INDUSTRIAL	100-	85		0370694X		C		
2015			RAMOS, A. C. L.; BATISTA, A. J.; LEBORGNE, R. C.; DOMINGUES, E. G.; CALIXTO, W. P.; ALVES, A. J.	A First Approach on the Fault Impedance Impact on Voltage Sags Studies	Renewable Energy  Power Quality Journal (REPQJ)	1-	1		2172038X		Qualis nao identificado	Renewable Energy  Power Quality Journal (REPQJ)	
2015			RODRIGUES, J. M.; ALVES, A. J.; DOMINGUES, E. G.; CALIXTO, W. P.	Technical and Economic Study to Installing a Photovoltaic System at Roof of Public Building	Renewable Energy  Power Quality Journal (REPQJ)	332-	1		2172038X		Qualis nao identificado	Renewable Energy  Power Quality Journal (REPQJ)	
2014			ALMEIDA, C. A.; ALVES, A. J.; DE OLIVEIRA, S. B.; ZANG, J. W.; CALIXTO, W. P.; DOMINGUES, E. G.	Proposal of Technical and Commercial Arrangements for Distributed Generation from the Use of Biogas in a Food Industry	Renewable Energy  Power Quality Journal (REPQJ)	465-	12		2172038X		Qualis nao identificado	Renewable Energy  Power Quality Journal (REPQJ)	
2014		http://dx.doi.org/10.24084/repqj12.488	ALMEIDA, C.; ALVES, A.; DE OLIVEIRA, S. B.; ZANG, J. W.; CALIXTO, W. P.; DOMINGUES, E.	Study of parameters for the design of a continuos flow laboratory biogas reactor	RENEWABLE ENERGY  POWER QUALITY JOURNAL (REPQJ)	785-789	1		2172038X		Qualis nao identificado	RENEWABLE ENERGY  POWER QUALITY JOURNAL (REPQJ)	
2014		http://dx.doi.org/10.1016/j.radphyschem.2013.08.014	ALVA-SANCHEZ, M. S.; DE OLIVEIRA, L. N.; PETCHEVIST, P. C.; MOREIRA, M. V.; DE ALMEIDA, A.	Beta planar source quality assurance with the Fricke xylenol gel dosimeter	Radiation Physics and Chemistry (1993)	56-59	96		0969806X		A1		
2014			BARBOSA, J. L. F.; CALIXTO, W. P.; BRITO, L. C.; ALVES, A. J.; MARRA, E. G.; COIMBRA, A. P.; DOMINGUES, E. G.; FERRAZ, R. S.; NETO PINHEI, D.	Secondary Lens Optimization for LED Lamps	Journal of Mechanics Engineering and Automation	46-51-51	4		21595275		B3		
2014			BARBOSA, J. L. F.; CALIXTO, W. P.; BRITO, L. C.; ALVES, A. J.; MARRA, E. G.; COIMBRA, A. P.; DOMINGUES, E. G.; FERRAZ, R. S.; NETO PINHEI, D.	Lens Optimization and Thermal Studies for LED Lamps	Electrical Engineering Electronic Journal	1-9	1		21721246		Qualis nao identificado	Electrical Engineering Electronic Journal	
2014			CALIXTO, W. P.; ALVES, A. J.; DOMINGUES, E. G.; DOMINGOS, J. L.; COIMBRA, A. P.; DE ALVARENGA, B. P.	Desenvolvimento de operador matemático para algoritmos de otimização heurísticos com codificação real aplicado a problema de geoprospecção	TEMA. Tendências em Matemática Aplicada e Computacional	2-	15		16771966		B4		
2014		http://dx.doi.org/10.5540/tema.2014.015.02.0177	CALIXTO, W. P.; PEREIRA, T. M.; DA MOTA, J. C.; ALVES, A. J.; DOMINGUES, E. G.; DOMINGOS, J. L.; COIMBRA, A. P. M. B. D.; ALVARENGA, B.	Desenvolvimento de Operador Matemático para Algoritmos de Otimização Heurísticos Aplicado a Problema de Geoprospecção	Tendências em Matemática Aplicada e Computacional	177-194	15		21798451		B4		
2014		http://dx.doi.org/10.14295/holos.v14i1.7987	DA SILVA, E. P.; DE SIQUEIRA, E. Q.; SCHIMIDT, F.; GUEDES, C. S.	DETERMINAÇÃO DE METAIS PESADOS EM SEDIMENTOS URBANOS POR FLUORESCÊNCIA DE RAIOS-X	Holos Environment (Online)	87-	14		15198634		B4		
2014			DA SILVA, S. V.; DE FIGUEIREDO, F. J. Q.; ZANG, W. A. F.	Teletandem as a Way of Enhancing Language Learning Between Brazilian and German Students	Sino - US English Teaching	767-	11		15398072		C		
2014		http://dx.doi.org/10.24084/repqj12.488	ALMEIDA, C. A.; ALVES, A. J.; DE OLIVEIRA, S. B.; ZANG, J. W.; DOMINGUES, E. G.; DE OLIVEIRA, S. B.	Study of parameters for the design of a continuous flow laboratory biogas reactor	Renewable Energy  Power Quality Journal (REPQJ)	488-492	12		2172038X		Qualis nao identificado	Renewable Energy  Power Quality Journal (REPQJ)	
2014		http://dx.doi.org/10.1016/j.radphyschem.2014.01.008	DE OLIVEIRA, L. N.; DE ALMEIDA, A.; CALDAS, L. V.	Fricke gel diffusion coefficient measurements for applications in radiotherapy level dosimetry	Radiation Physics and Chemistry (1993)	42-45	98		0969806X		A1		
2014		http://dx.doi.org/10.1016/j.ejmp.2014.04.001	DE OLIVEIRA, L. N.; DE ALMEIDA, A.; CALDAS, L. V.	Measuring output factors and beam profiles formed by multileaf collimators using Fricke gel dosimeter	Physica Medica (Testo Stampato)	12-15	1		11201797		A2		
2014		http://dx.doi.org/10.1016/j.apradiso.2014.04.004	DE OLIVEIRA, L. N.; SAMPAIO, F. G. A.; MOREIRA, M. V.; DE ALMEIDA, A.	Measurements of the Fe3+ diffusion coefficient in Fricke Xylenol gel using optical density measurements	Applied Radiation and Isotopes	241-244	90		09698043		A2		
2014			DO NASCIMENTO, E. O.; DE OLIVEIRA, L. N.	Determinação semi-empírica do coeficiente de difusão do dosímetro Fricke Xilenol Gel através do Método de Diferenças Finitas	Scientia Plena	1/109905-12	10		18082793		A4		
2014			DOMINGUES, E. G.; BORGES, T. T.; JUNIOR GARCES, W. B.; ALVES, A. J.; CALIXTO, W. P.; DOMINGOS, J. L.	Economic Viability analysis investiment alternatives for the use of biogas in a pig farming in the middle east area of Brazil	Journal of Energy and Power Engineering	1433-1439	5		19348975		C		
2014		http://dx.doi.org/10.1590/s1413-41522014000200002	LOPES, M. M. G.; SALES, P. T. F.; CAMPOS, L. C.; SCHIMIDT, F.; SANTIAGO, M. F.	Estudo da descoloração do corante FDamp;C azul no 2 Indigotina pelo tratamento combinado do fungo Trametes versicolor e processo de filtração lenta	Engenharia Sanitaria e Ambiental	113-120	19		14134152		A4		
2014			RAMOS, A. C. L.; BATISTA, A. J.; LEBORGNE, R. C.; DOMINGUES, E. G.; CALIXTO, W. P.; ALVES, A. J.	A First ApAproach on the Impact of Distributed Generation on Voltage Sags	Renewable Energy  Power Quality Journal (REPQJ)	432-	12		2172038X		Qualis nao identificado	Renewable Energy  Power Quality Journal (REPQJ)	
2014		http://dx.doi.org/10.1590/S1806-11172014000200001	VIEIRA, S. L.; DE OLIVEIRA, L. N.; CARNEIRO, A. A. O.	Princípios físicos da elastografia por ressonância magnética	Revista Brasileira de Ensino de Física (Impresso)	1-15	36		18061117		A1		
2013			ALVES, A. J.; CALIXTO, W. P.; DE ALVARENGA, B. P.; BARBOSA, J. L. F.; DOMINGUES, E. G.	Pump Speed Control in Center Pivot Irrigation- A Perspective of Rationalization and	Electrical Engineering Electronic Journal (EEEJ)	1-	1		21721246		Qualis nao identificado	Electrical Engineering Electronic Journal (EEEJ)	
2013			ALVES, A. J.; CALIXTO, W. P.; DE ALVARENGA, B. P.; BARBOSA, J. L. F.; DOMINGUES, E. G.	Pump Speed Control in Center Pivot Irrigation - A Perspective of Rationalization and Electrical	Electrical Engineering Electronic Journal	1-6	1		21721246		Qualis nao identificado	Electrical Engineering Electronic Journal	
2013		http://dx.doi.org/10.4136/ambi-agua.1107	DE OLIVEIRA, D. B.; JUNIOR DE OLIVEIRA, H. M.; SALES, P. T. F.; SCHIMIDT, F.; SANTIAGO, M. F.; CAMPOS, L. C.	Characterization and genotoxicity evaluation of effluent from a pharmacy industry	Revista Ambiente  Água	34-45	8		1980993X		A4		
2013			DOMINGUES, E. G.; BORGES, T. T.; JUNIOR GARCES, W. B.; ALVES, A. J.; CALIXTO, W. P.; DOMINGOS, J. L.	Economic Viability Analysis of Investment lternatives for the Use of Biogas in a Pig Farming in the Middle East Area of Brazil	Journal of Energy and Power Engineering	1433-1439	5		19348975		C		
2013			FERREIRA, M. F.; COSTA, J. J. L.; DE ARAUJO, M. S. T.; DE OLIVEIRA, L. N.	Investigação sobre fatores de sucesso e insucesso na disciplina de Física no ensino médio técnico integrado na percepção de alunos e professores Instituto Federal de Goiás ? Campus Inhumas	Holos (Natal. Online)	347-368	5		18071600		A1		
2013			MANGUEIRA, T. F.; COSTA, J. J. L.; CALDAS, L. V. E.; DE OLIVEIRA, L. N.; MOREIRA, M. V.; DE ALMEIDA, A.	Distribuição da dose absorvida de fontes braquiterápicas através da dosimetria bidimensional Fricke xylenol gel	Scientia Plena	1-12	9		18082793		A4		
2013		http://dx.doi.org/10.1016/j.apradiso.2013.08.009	PIRANI, L. F.; MOREIRA, M. V.; COSTA, J. J.; DE OLIVEIRA, L. N.; CALDAS, L. V.; DE ALMEIDA, A.	Fricke dosimeter gel measurements of the profiles of shielded fields	Applied Radiation and Isotopes	239-241	82		09698043		A2		
2013		http://dx.doi.org/10.1109/tns.2013.2251423	SAMPAIO, F. G. A.; DE OLIVEIRA, L. N.; MOREIRA, M. V.; PETCHEVIST, P. C.; DE ALMEIDA, C. E.; DE ALMEIDA, A.	8 and 10 MeV Electron Beams Small Field-Size Dosimetric Parameters Through the Fricke Xylenol Gel Dosimeter	IEEE Transactions on Nuclear Science	572-577	60		00189499		A2		
2013		http://dx.doi.org/10.1109/tns.2013.2240464	SAMPAIO, F. G. A.; LAMA, L. S. D.; SATO, R.; DE OLIVEIRA, D. M.; CZELUSNIAK, C.; DE OLIVEIRA, L. N.; DE ALMEIDA, A.	Quality Assurance of a Two-Dimensional CCD Detector System Applied in Dosimetry	IEEE Transactions on Nuclear Science	810-816	60		00189499		A2		
2013			VIEIRA, S. L.; DE OLIVEIRA, L. N.; CARNEIRO, A. A. O.; URBAN, M. W.; FATEMI, M.	Análise do speckle em imagens de emissão acústica estimulada por ultrassom	Scientia Plena	1-8	9		18082793		A4		
2012		http://dx.doi.org/10.1109/TPWRD.2012.2193602	CALIXTO, W. P.; COIMBRA, A. P.; DE ALVARENGA, B. P.; MOLIN, J. P.; CARDOSO, A.; NETO MARTI, L.	3-D Soil Stratification Methodology for Geoelectrical Prospection	IEEE Transactions on Power Delivery	1636-1643	27		08858977		A1		
2012		http://dx.doi.org/10.1002/jnm.827	CALIXTO, W. P.; DE ALVARENGA, B. P.; COIMBRA, A. P.; ALVES, A. J.; NETO MARTI, L.; WU, M.; DA SILVA, W. G.; DELBONE, E.	Carter?s factor calculation using domain transformations and the finite element method	International Journal of Numerical Modelling (Print)	236-247	25		08943370		A4		
2012		http://dx.doi.org/10.1016/j.epsr.2012.01.003	GONTIJO, A. L.; CALIXTO, W. P.; NETO MARTI, L.; WU, M.; DELBONE, E.; ALVES, M. B.	Linear induction machine fed on a non-traditional manner to generate force pulses at low speeds	Electric Power Systems Research (Print)	42-51	88		03787796		A1		
2012		http://dx.doi.org/10.5216/reec.v5i2.20578	JUNIOR DO SANTOS, L. A.; LACERDA, M. F. A. R.; SALES, P. T. F.; SCHIMIDT, F.; SANTIAGO5, M. F.	Avaliação do reuso de água de limpeza em uma indústria de sabão em pó sintético	REEC - Revista Eletrônica de Engenharia Civil	12-19	5		21790612		B3		
2012		http://dx.doi.org/10.5216/reec.v5i1.20257	SALES, P. T. F.; CAMPOS, L. C.; SCHIMIDT, F.; VALADARES, M. C.; SANTIAGO5, M. F.	Estudo da tratabilidade de efluente da indústria farmacêutica por meio dos fungos Pycnoporus sanguineus, Schizophyllum comnune e fotocatálise	REEC - Revista Eletrônica de Engenharia Civil	56-74	5		21790612		B3		
2012		http://dx.doi.org/10.4136/ambi-agua.966	SCHIMIDT, F.; SALES, P.; CAMPOS, L. C.; GARCIA, T. A.; VALADARES, M. C.; SANTIAGO, M. F.	Evaluation of the use of Pycnoporus sanguineus fungus for phenolics and genotoxicity decay of a pharmaceutical effluent treatment	Revista Ambiente  Água	41-50	7		1980993X		A4		
2012			ZANG, J. W.	Brasilien bald unter den TOP 5 der Biotechnologie?	Biospektrum	210-210	2		09470867		Qualis nao identificado	Biospektrum	
